course_id,instructor,instructor_rating
7400,Makeda Best,4.43
7400,Mary Schneider Enriquez,4.43
7401,Eugene Wang,4.27
7403,Thomas Cummins,4.17
7403,Alejandro de la Fuente,
7561,Anne Harrington,4.32
7561,Anne Harrington,4.3
7564,Nadine Weidman,4.39
7541,Eram Alam,4.82
7543,Joelle Abi-Rached,4.71
7545,Joelle Abi-Rached,
7549,Alex Csiszar,4.69
7550,Dave Unger,
7553,Benjamin Wilson,
7554,Evelynn Hammonds,2.33
7556,Gabriela Soto Laveaga,4.33
7557,Sheila Jasanoff,
7559,Naomi Oreskes,4.71
7437,Daniel Lieberman,4.45
7419,Ali Yawar,4.5
7419,Andrew Yegian,4.5
7421,Carole Hooven,5.0
7422,David Reich,4.8
7425,Christine Webb,4.57
7426,Erin Hecht,4.53
7427,Bethany Burum,5.0
7434,Jo Matott,4.38
7436,Maryellen Ruvolo,4.8
7569,Jay Harris,4.19
7569,Jill Lepore,
7569,Wai-Yee Li,4.19
7569,Deidre Lynch,4.19
7569,Samantha Matherne,4.19
7569,Jesse McCarthy,4.19
7569,Leah Whittington,4.19
7572,Joyce Chaplin,2.57
7572,Sarah Dimick,2.57
7646,Andrew Bottoms,4.22
7646,Jessica Tanner,3.75
7648,Adam Singerman,4.11
7649,Gennaro Chierchia,3.67
7634,Susanne Wurmbrand,3.92
7637,Yagmur Sag-Parvardeh,4.19
7640,Adam Singerman,3.67
7642,Gennaro Chierchia,4.67
7642,Yagmur Sag-Parvardeh,4.67
7643,Kevin Ryan,4.29
7716,Matthew Cavallo,3.86
7716,Voula Collins,3.86
7716,Amadeus Martin,3.86
7716,Reshma Menon,3.86
7716,Allechar Serrano Lopez,3.86
7718,Brendan Kelly,4.9
7680,Michael Nathanson,3.5
7682,Jonier Amaral Antunes,4.02
7682,Peter Kronheimer,4.02
7682,Amadeus Martin,4.02
7682,Dylan Quintana,4.02
7682,Hakim Walker,4.02
7677,Dusty Grundmeier,
7677,Brendan Kelly,4.12
7685,David Freund,
7685,Jill Guerra,4.04
7685,Dylan Quintana,4.04
7687,Dori Bejleri,3.52
7687,Tyler Bongers,3.52
7687,Janet Chen,3.52
7687,Roderic Guigo Corominas,3.52
7687,Salim Tayou,
7691,Oliver Knill,3.4
7701,John Cain,4.62
7709,Denis Auroux,4.63
7711,Clifford Taubes,4.5
7713,,4.8
7655,Niki Myrto Mavraki,3.74
7657,Ana Balibanu,
7660,Laurent Cote,4.0
7661,Dylan Wilson,4.3
7663,Mark Kisin,5.0
7665,Barry Mazur,4.0
7666,Paul Bamberg (he),2.0
7668,Dennis Gaitsgory,4.6
7670,Fabian Gundlach,4.28
7671,Assaf Shani,
7672,Paul Bamberg (he),3.4
7673,Cesar Cuenca,4.4
7674,Piotr Pstragowski,4.33
7675,Joseph Harris,4.5
7683,Horng-Tzer Yau,3.78
7689,Fabian Gundlach,4.25
7693,Puskar Mondal,5.0
7695,Michael Hopkins,
7698,Martin Nowak,4.43
7702,Salim Tayou,4.75
7703,Dylan Wilson,4.75
7704,Austin Conner,5.0
7706,Joseph Harris,5.0
6556,,3.38
6556,Leonora Balaj,3.38
6556,,3.38
6556,Alain Charest,3.38
6556,Roberto Chiarle,3.38
6556,John Clohessy,3.38
6556,Elaine Elion,3.38
6556,Jason Flannick,3.38
6556,Eric Greer,3.38
6556,Alejandro Gutierrez,3.38
6556,Aaron Hata,
6556,Joseph Italiano,3.38
6556,,3.38
6556,Naama Kanarek,3.38
6556,Scott Kennedy,
6556,Benjamin Kleinstiver,3.38
6556,Dario Lemos,3.38
6556,Julie-Aurore Losman,3.38
6556,Evan Macosko,
6556,Kamila Nahrendorf,3.38
6556,,
6556,,3.38
6556,Mohammad Rashidian,
6556,Jean Schaffer,3.38
6556,,3.38
6556,,3.38
6556,,3.38
6556,Christopher Smillie,
6556,Alexander Soukas,3.38
6556,Zuzana Tothova,3.38
6556,,
6556,,3.38
6556,Hans Widlund,3.38
6556,,3.38
6561,Sudha Biddinger,3.0
6561,Lynn Bry,
6561,,
6561,,3.0
6561,Marcia Haigis,3.0
6561,Elizabeth Henske,
6561,,3.0
6561,,3.0
6561,,
6561,Thomas Michel,3.0
6561,,3.0
6561,Raul Mostoslavsky,
